-0.0042 0.0048 0.0072 
2.9995 -0.0011 -0.1401 
-2.9952 -0.0137 0.0882 
0.1400 3.0817 0.0745 
0.0227 -2.9681 -0.1118 
-0.0063 0.0919 2.8724 
-0.0473 0.0458 -3.0428 
